kepid,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_prad,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_fwm_stat_sig,koi_eccen,koi_srho,koi_sma,koi_max_sngle_ev,koi_model_chisq
3128552,Kepler-1073 b,CONFIRMED,8.67890312,0.203,3.5317,540.6,0.021018,2.56,29.641619,37.4,126,0.31,0,1.66733,0.0805,5.497077,
3128552,Kepler-1073 c,CONFIRMED,4.02582434,0.017,2.8059,265.3,0.014658,1.79,18.971493,23.9,256,0.991,0,1.61174,0.0483,4.5093446,
3128552,Kepler-1073 d,CONFIRMED,2.50475282,0.13,2.376,181.1,0.01214,1.48,14.726074,18.9,381,0.0,0,1.60584,0.0352,5.0137663,
3128552,,CANDIDATE,6.13074243,0.9407,2.84,146.1,0.013892,1.26,,9.9,,,0,0.1266,0.0636,,
10134152,Kepler-1787 b,CONFIRMED,39.3135699,0.006,5.0137,500.1,0.020516,2.07,25.298313,33.8,33,0.184,0,2.79643,0.227,8.180487,
9573685,Kepler-1074 b,CONFIRMED,5.94565516,0.229,2.1604,401.2,0.018129,1.12,26.828835,28.5,227,0.107,0,4.86272,0.0536,4.6647468,
10329835,Kepler-1075 b,CONFIRMED,1.52373073,0.942,1.4796,364.7,0.022705,1.26,26.808985,34.1,881,0.0,0,0.28756,0.0208,3.7324114,
8804397,Kepler-983 b,CONFIRMED,60.0853848,0.79,7.007,432.2,0.020987,2.4,39.420227,51.7,19,0.0,0,0.39852,0.3148,11.139173,
11570749,,CANDIDATE,46.2991052,0.025,5.2481,854.9,0.026296,4.33,34.45179,55.0,31,0.717,0,2.91812,0.2436,10.634604,
11297236,Kepler-1771 b,CONFIRMED,88.6440015,0.724,7.82,625.5,0.024607,2.51,38.35715,57.6,15,0.059,0,0.59555,0.3815,14.281977,
10074466,Kepler-1776 b,CONFIRMED,35.01190875,0.927,2.868,436.7,0.023595,2.97,27.80376,34.0,39,0.028,0,1.02226,0.2124,7.4211526,
8218379,Kepler-1014 b,CONFIRMED,16.57099265,0.55,2.9052,644.9,0.023913,2.03,33.874874,40.9,78,0.131,0,3.6704,0.121,6.27216,
8218379,,CANDIDATE,10.1384691,0.207,4.026,92.8,0.008748,0.74,7.17846,9.1,130,0.156,0,1.26294,0.0872,2.7775676,
7755636,Kepler-1015 b,CONFIRMED,16.00496657,0.013,6.5047,377.5,0.017862,3.71,34.956825,49.8,84,0.101,0,0.51784,0.1396,5.9957867,
9411166,Kepler-1016 b,CONFIRMED,1.954525966,0.673,2.0944,392.8,0.019224,2.38,35.474197,43.1,687,0.625,0,0.8297,0.0307,5.1833353,
9411166,,CANDIDATE,15.09521323,,3.41,,,,,,,,,,,,
9411166,Kepler-1016 c,CONFIRMED,105.6552651,0.371,9.39,1366.9,0.033986,4.22,31.695293,42.3,12,0.007,0,0.96789,0.4389,12.972715,
4989057,Kepler-1017 b,CONFIRMED,7.23400381,0.032,2.165,453.3,0.019155,1.78,30.212036,34.3,141,0.159,0,6.3602,0.0702,4.9379325,
6152974,Kepler-118 c,CONFIRMED,20.172024672,0.334,3.1488,5368.1,0.066137,6.24,198.6218,226.8,65,0.0,0,5.65507,0.1353,37.637707,
6152974,Kepler-118 b,CONFIRMED,7.51854537,0.13,2.845,286.7,0.015061,1.42,14.684393,19.4,173,0.005,0,2.8135,0.0701,4.017333,
8802693,Kepler-1045 b,CONFIRMED,26.41044199,0.674,3.0715,991.1,0.03051,2.45,24.82197,31.2,52,,0,3.64318,0.1616,5.6758294,
6061773,Kepler-1783 b,CONFIRMED,8.27745764,0.261,2.713,197.2,0.012663,2.46,25.780085,17.3,166,,0,3.27949,0.077,5.627897,
2579043,,CANDIDATE,6.31219171,0.018,4.9377,403.7,0.018482,2.17,28.343649,35.6,215,0.0,0,0.46944,0.0695,5.240864,
3239671,Kepler-1678 b,CONFIRMED,147.97391,0.034,6.854,1267.1,0.032114,3.33,23.204792,26.4,9,0.644,0,4.25487,0.5302,11.1462345,
9304101,Kepler-1079 b,CONFIRMED,13.24503482,0.498,4.4078,156.1,0.011651,1.77,27.768732,35.7,99,0.0,0,0.8915,0.1092,5.2294526,
11360571,Kepler-1080 b,CONFIRMED,77.2550726,0.837,10.214,589.5,0.024976,3.7,22.165401,44.0,17,0.869,0,0.12697,0.3781,7.940858,
6035124,Kepler-1081 b,CONFIRMED,3.85690686,0.466,2.0808,127.8,0.010442,0.93,20.862171,24.3,347,0.001,0,2.61216,0.0466,4.598209,
8160953,Kepler-985 b,CONFIRMED,116.3311739,0.032,7.025,1586.3,0.035703,3.26,34.19719,31.5,12,0.151,0,3.13923,0.4451,14.798361,
8160953,,CANDIDATE,86.049055,0.2597,29.28,429.9,0.018911,2.06,,8.0,,,0,0.02769,0.3792,,
4157325,Kepler-416 b,CONFIRMED,6.31943553,0.775,3.3422,581.1,0.024241,2.71,45.591755,61.0,182,0.0,0,0.43273,0.0658,7.5457764,
4157325,Kepler-416 c,CONFIRMED,12.20951755,0.779,4.1808,538.1,0.023354,2.61,32.03609,45.5,90,0.0,0,0.41454,0.1021,7.213981,
4157325,Kepler-416 d,CONFIRMED,3.07644709,0.708,2.6326,216.7,0.01442,1.61,22.377825,29.3,337,0.0,0,0.55826,0.0407,4.620691,
4157325,,CANDIDATE,24.8434837,0.641,4.8,217.4,0.01415,1.58,8.790911,14.2,43,0.0,0,0.92017,0.1639,3.0339513,
9955598,Kepler-409 b,CONFIRMED,68.958447,0.821,3.128,123.3,0.011473,1.11,27.269234,30.0,18,0.0,0,3.91,0.3183,10.726428,
7219761,,FALSE POSITIVE,47.76397728,,4.08,,,,,,,,,,,,
5770074,Kepler-1675 b,CONFIRMED,63.0380366,0.021,7.3702,658.7,0.023298,2.59,38.719246,53.1,19,0.0,0,1.42231,0.3076,12.490564,
10136549,Kepler-337 c,CONFIRMED,9.69315023,0.734,5.6725,141.8,0.01176,1.89,31.918997,45.1,140,0.178,0,0.1532,0.0894,6.1442604,
10136549,Kepler-337 b,CONFIRMED,3.29276797,0.663,4.8069,80.7,0.008673,1.39,28.208708,40.8,383,0.122,0,0.11647,0.0435,5.114976,
9851271,,FALSE POSITIVE,8.48031229,0.951,7.105,351.1,0.021887,2.58,31.598454,37.3,128,0.0,0,0.01171,0.0809,6.9395614,
12154526,Kepler-1047 b,CONFIRMED,56.1886436,0.873,6.5272,346.2,0.019925,2.56,28.219707,35.6,25,0.488,0,0.25001,0.2939,9.811869,
12154526,Kepler-1047 c,CONFIRMED,3.18899015,0.526,2.722,66.2,0.007617,0.98,15.672577,18.4,416,0.003,0,0.8565,0.0434,4.348954,
12154526,,CANDIDATE,1.72110057,0.767,1.922,29.7,0.005467,0.7,8.165168,9.3,692,0.773,0,0.59316,0.0288,5.188559,
6665512,Kepler-1048 b,CONFIRMED,6.92101452,0.771,4.3591,529.7,0.023135,1.48,31.725658,39.9,193,0.0,0,0.21781,0.059,5.7627587,
10525027,Kepler-1049 b,CONFIRMED,3.27344784,0.44,1.7292,262.5,0.014934,0.81,31.888021,34.0,408,0.055,0,4.10022,0.0349,6.5249653,
11069176,Kepler-1050 b,CONFIRMED,15.3789014,0.359,4.662,185.1,0.01252,2.94,18.763317,17.6,90,0.009,0,1.08766,0.1313,4.83924,
11069176,Kepler-1050 c,CONFIRMED,21.1285655,0.36,3.852,176.7,0.012237,2.88,15.73313,12.5,58,0.298,0,2.64147,0.1622,5.0000515,
10005758,Kepler-1662 b,CONFIRMED,134.4785189,0.924,5.9288,4033.5,0.072121,10.52,163.9393,149.9,9,0.397,0,0.87299,0.5135,62.04927,
10005758,Kepler-1662 c,CONFIRMED,284.063137,0.888,8.297,1628.1,0.043589,6.36,58.095493,53.5,5,0.016,0,0.69068,0.8453,32.993294,
10158418,,CANDIDATE,5.007414194,0.926,1.3584,4413.9,0.07733,8.8,359.89984,196.6,214,0.0,0,2.82445,0.058,46.335003,
3128793,,FALSE POSITIVE,24.68662378,0.643,15.168,8052.3,0.085729,48.04,141.52931,210.9,47,0.0,0,0.04024,0.1633,31.166208,
5864975,Kepler-950 b,CONFIRMED,98.7179332,0.588,6.593,7320,0.081484,6.99,109.69163,124.4,10,0.0,0,2.1732,0.3982,50.721767,
2975770,Kepler-951 b,CONFIRMED,71.52543938,0.066,5.9189,5904.3,0.06781,5.76,110.04745,111.3,8,0.0,0,3.52177,0.3091,57.922966,
2975770,,CANDIDATE,369.069345,0.929,5.832,945.9,0.036085,3.07,14.40233,11.7,4,0.151,0,1.51624,0.9231,8.887358,
7286173,Kepler-986 b,CONFIRMED,56.4349933,0.019,4.7381,580,0.021706,2.37,39.83727,47.7,25,0.223,0,4.77055,0.276,11.894167,
11126381,Kepler-1673 b,CONFIRMED,33.7888028,0.078,5.496,649.2,0.023375,2.71,31.054008,36.0,30,0.237,0,1.82374,0.2127,8.6804905,
4149450,Kepler-1772 b,CONFIRMED,3.215109385,0.954,4.365,158,0.015061,1.54,39.750046,53.3,418,0.152,0,0.01886,0.0418,4.678438,
5511081,Kepler-338 b,CONFIRMED,13.72710334,0.025,7.3419,199.2,0.012888,2.38,37.881386,62.5,74,0.0,0,0.30446,0.1154,6.538815,
5511081,Kepler-338 c,CONFIRMED,24.3110031,0.146,8.7682,184.4,0.012424,2.3,31.818357,48.9,43,0.002,0,0.30621,0.169,8.290149,
5511081,Kepler-338 d,CONFIRMED,44.4304059,0.025,10.306,238.5,0.014103,2.61,29.388895,50.5,22,0.343,0,0.35682,0.2526,9.9086,
5511081,Kepler-338 e,CONFIRMED,9.34145925,0.455,6.18,81.7,0.008438,1.56,18.664501,29.4,101,0.083,0,0.24477,0.0893,4.9269395,
8098728,,FALSE POSITIVE,24.4851178,0.987,4.642,263.8,0.021816,7.14,19.486044,10.9,55,0.0,0,0.03911,0.1857,5.7237163,
2449431,,CANDIDATE,86.7490807,0.003,9.179,547.1,0.021098,2.23,29.13543,35.7,14,0.015,0,1.00742,0.3706,9.69979,
5631630,Kepler-1051 b,CONFIRMED,25.96190067,0.02,6.2732,350.3,0.017211,3.25,26.849998,37.5,43,0.001,0,0.93345,0.1891,7.560566,
9410930,Kepler-41 b,CONFIRMED,1.855557556,0.554,2.35672,10570.1,0.097147,10.05,1905.775,1853.8,725,0.0,0,1.04421,0.0286,116.7339,
5731623,,CANDIDATE,3.261759866,0.949,1.7593,3876.1,0.077582,8.01,184.22118,190.4,352,0.0,0,0.69262,0.0434,17.227379,
8167996,Kepler-327 b,CONFIRMED,2.549562652,0.047,1.6999,495.1,0.020119,1.11,35.08392,43.7,526,0.002,0,4.6501,0.0293,4.730699,
8167996,Kepler-327 d,CONFIRMED,13.96950181,0.901,1.5871,1110,0.036995,2.04,27.163033,37.0,89,0.0,0,3.98511,0.0909,5.9724545,
8167996,Kepler-327 c,CONFIRMED,5.21230171,0.187,2.098,430,0.018794,1.04,22.204264,29.3,235,0.916,0,4.78967,0.0471,4.2599545,
6773862,Kepler-988 b,CONFIRMED,17.76076524,0.627,1.6679,1287.2,0.034334,1.93,36.35685,42.6,76,0.347,0,17.97851,0.1085,6.9717007,
10602291,,CANDIDATE,20.92735802,0.991,3.4256,8091,0.143383,17.36,250.81721,263.5,64,0.005,0,0.81405,0.1498,56.443657,
5202905,Kepler-340 c,CONFIRMED,22.8245144,0.279,6.617,322.7,0.016692,3.36,35.568695,15.9,48,0.625,0,0.62132,0.177,7.4408913,
5202905,Kepler-340 b,CONFIRMED,14.8444836,0.149,6.091,177.9,0.012341,2.49,24.633482,10.5,74,0.0,0,0.55705,0.1329,5.929023,
9072190,Kepler-1018 b,CONFIRMED,49.1011093,0.52,6.341,845.6,0.027082,3.28,34.77833,39.7,27,0.001,0,1.12947,0.253,9.057734,
5384079,Kepler-348 b,CONFIRMED,7.05675145,0.631,2.0261,130,0.010978,1.68,23.796177,25.2,181,0.024,0,3.5363,0.0778,4.9753275,
5384079,Kepler-348 c,CONFIRMED,17.2653659,0.007,5.02,67.9,0.007577,1.16,12.769484,13.9,77,0.446,0,1.17794,0.1412,4.0386195,
9839821,Kepler-1052 b,CONFIRMED,34.8536903,0.493,5.333,767.7,0.025958,2.4,26.359308,27.0,35,0.356,0,1.41193,0.2046,6.825843,
9839821,Kepler-1052 c,CONFIRMED,180.921729,0.025,8.99,742.4,0.02485,2.3,12.034195,16.2,8,0.168,0,2.25843,0.6135,5.9905863,
4056616,Kepler-1053 b,CONFIRMED,2.41434868,0.221,1.2701,191,0.012299,0.97,33.052593,30.0,553,0.576,0,9.60814,0.0315,4.6087112,
6707908,,FALSE POSITIVE,2.466070972,1.223,1.9559,704.5,0.251698,24.3,34.02757,42.6,523,0.009,0,0.07227,0.0353,4.2764206,
8492026,Kepler-1054 b,CONFIRMED,4.30656389,0.894,4.1107,257,0.017299,1.95,31.381016,39.8,163,0.018,0,0.06502,0.054,4.722371,
6867766,,FALSE POSITIVE,12.964717746,1.282,1.8303,3732.9,0.353935,39.93,202.95676,183.3,107,0.0,0,1.48087,0.1115,30.683107,
6058614,,FALSE POSITIVE,1.731079436,1.404,1.8419,11974,0.537502,56.05,302.623,36.2,759,0.0,0,0.66955,0.0286,32.851254,
5088591,Kepler-955 b,CONFIRMED,14.5324483,0.001,3.13,1355.9,0.033083,3.11,65.03483,16.5,94,0.0,0,4.40903,0.1083,11.711189,
11298298,Kepler-956 b,CONFIRMED,5.248667607,0.847,1.917,601.2,0.02569,2.84,94.72536,59.5,258,0.175,0,1.22945,0.0596,12.311827,
10187159,Kepler-989 b,CONFIRMED,7.96431492,0.189,1.5342,746,0.024538,2.44,38.43388,44.3,168,0.05,0,18.99927,0.0734,6.420812,
9758089,Kepler-1996 c,CONFIRMED,92.7297248,0.857,6.83,1257.5,0.038187,2.81,31.68297,43.3,13,0.0,0,0.49438,0.3608,11.24588,
9758089,Kepler-1996 b,CONFIRMED,32.376183,0.896,4.4639,745.4,0.030674,2.26,26.325363,34.2,39,0.0,0,0.40572,0.1789,6.64791,
10619192,Kepler-17 b,CONFIRMED,1.485710994,0.105,2.2874,20823.9,0.130256,14.48,2002.626,1176.6,724,0.0,0,1.52356,0.0257,137.06677,
9883311,,CANDIDATE,30.5231459,1.06,2.7286,2212.3,0.130484,11.26,32.694942,38.7,44,0.577,0,0.77375,0.183,9.522124,
4242147,,CANDIDATE,28.78270955,0.002,3.451,864.5,0.025875,2.11,32.688057,40.1,50,0.025,0,6.37754,0.1685,6.648083,
5396122,,FALSE POSITIVE,15.44428875,1.275,2.0791,3596.2,0.347304,37.58,39.888443,44.9,75,0.0,0,1.19973,0.1255,9.27387,
10190777,Kepler-1019 b,CONFIRMED,1.411230023,0.851,1.4325,388.2,0.021233,1.71,46.490364,89.3,942,0.0,0,0.78246,0.0221,5.1115522,
7045496,Kepler-1021 b,CONFIRMED,13.47472742,0.025,2.5995,729.6,0.02444,1.96,29.437103,25.3,98,0.368,0,6.95203,0.1034,5.7714825,
9973109,Kepler-1056 b,CONFIRMED,27.495634,0.664,4.858,483.3,0.021247,2.11,21.811472,24.7,43,0.008,0,0.94603,0.1629,4.9206853,
9973109,,CANDIDATE,16.0988294,0.017,5.686,160.2,0.011509,1.14,8.8170395,10.9,63,0.085,0,0.76492,0.114,3.4797032,
6226290,Kepler-1057 b,CONFIRMED,14.08826442,0.133,4.1847,889.4,0.027205,2.66,26.002214,34.2,97,0.012,0,1.71486,0.1138,4.6044135,
4644952,Kepler-319 c,CONFIRMED,6.94135824,0.871,1.8899,825,0.030784,2.96,80.585655,43.1,189,0.088,0,1.46625,0.0682,10.812912,
4644952,Kepler-319 d,CONFIRMED,31.7821117,0.17,3.856,570.2,0.021609,2.08,27.72263,21.6,44,0.034,0,4.77947,0.1879,7.4163427,
4644952,Kepler-319 b,CONFIRMED,4.36273233,0.732,2.2375,341.6,0.01828,1.76,39.210094,25.6,296,0.343,0,1.17461,0.05,5.536382,
2987027,Kepler-489 b,CONFIRMED,17.276296682,0.085,3.94738,10458,0.090661,7.31,785.51996,871.4,78,0.078,0,3.04681,0.1209,125.15509,
8978528,Kepler-329 c,CONFIRMED,18.6848377,0.405,3.7965,1251.5,0.032436,1.93,35.19044,41.2,69,0.002,0,2.46841,0.1135,7.800099,
8978528,Kepler-329 b,CONFIRMED,7.41634701,0.476,2.1362,505.5,0.020845,1.24,18.00418,20.6,183,0.005,0,4.72946,0.0613,4.6012893,
9967771,Kepler-990 b,CONFIRMED,9.91724268,0.786,3.2241,457.9,0.021657,2.85,22.779016,38.8,94,0.504,0,0.69602,0.0883,5.3437767,
9967771,Kepler-990 c,CONFIRMED,0.53835407,0.334,1.5045,190.2,0.012638,1.67,32.086765,46.6,1979,0.006,0,1.27468,0.0127,4.270795,
11622600,Kepler-991 b,CONFIRMED,82.5341188,0.033,4.8556,1895.4,0.038637,2.45,38.038925,40.1,15,0.441,0,6.80263,0.3104,14.490031,
10454632,Kepler-992 b,CONFIRMED,20.16037858,0.941,4.13,343.6,0.022072,1.75,32.348045,35.1,66,0.005,0,0.15473,0.1339,6.8724933,
10005788,Kepler-1022 b,CONFIRMED,10.99470891,0.265,1.5929,884.7,0.026796,1.71,26.289675,32.7,125,0.204,0,22.3991,0.0805,5.591937,
10005788,,CANDIDATE,6.73679732,,2.36,,,,,,,,,,,,
5213902,,FALSE POSITIVE,1.194812329,0.404,1.3777,189.5,0.012883,1.36,34.119396,41.2,1119,0.0,0,3.14274,0.0222,4.182821,
2832589,Kepler-1978 b,CONFIRMED,10.84969477,0.55,3.474,1122.1,0.031398,2.67,34.495014,43.5,124,0.0,0,1.4533,0.0914,5.8538103,
2832589,,CANDIDATE,2.433703498,0.952,0.975,258.3,0.019596,1.66,7.2664514,10.2,534,0.001,0,1.1058,0.0337,3.6801171,
6356207,Kepler-1059 b,CONFIRMED,3.76417012,0.287,2.0111,558.4,0.021335,1.7,25.24445,27.2,301,0.313,0,3.68525,0.044,3.934457,
8578780,Kepler-1784 b,CONFIRMED,13.59051547,0.232,3.784,621.9,0.022536,2.4,22.137232,27.7,103,0.003,0,2.09179,0.1072,4.345154,
7761918,Kepler-1769 b,CONFIRMED,89.1935737,0.015,4.0104,868.3,0.02697,3.81,66.16097,43.5,16,0.0,0,12.62813,0.3987,23.913176,
8240797,Kepler-321 c,CONFIRMED,13.09390911,0.86,2.2805,398.7,0.021118,2.2,54.010967,62.2,103,0.025,0,1.55395,0.1096,11.508049,
8240797,Kepler-321 b,CONFIRMED,4.915385452,0.484,2.7757,225.5,0.014007,1.46,52.813473,65.6,271,0.0,0,1.37812,0.057,6.5839796,
8164262,,FALSE POSITIVE,87.455958,1.262,18.257,1604.9,0.304131,70.11,75.81712,118.9,16,0.238,0,0.00431,0.46,26.933722,
6279974,,FALSE POSITIVE,0.805259257,1.245,1.42246,1384.3,0.287836,63.55,263.38788,329.7,1651,0.0,0,0.20168,0.0183,16.2906,
3098810,Kepler-1773 b,CONFIRMED,40.80957343,0.949,3.158,436.1,0.024227,3.44,34.757805,39.3,33,0.273,0,0.63026,0.2489,9.909991,
8367644,Kepler-993 b,CONFIRMED,22.08551599,0.656,2.1727,3157.4,0.054067,3.34,42.776005,48.5,49,0.0,0,10.19643,0.13,9.802224,
10332883,Kepler-994 b,CONFIRMED,1.151166776,0.029,1.0907,578.4,0.021882,1.28,35.55345,83.7,1163,0.001,0,8.03646,0.0177,4.967802,
9071386,,FALSE POSITIVE,4.693305543,0.23,5.17249,14522.9,0.111211,17.85,2739.5085,1765.2,284,0.0,0,0.37183,0.06,231.38123,
9305831,Kepler-44 b,CONFIRMED,3.246732048,0.475,3.0535,6998.2,0.077925,12.4,736.81085,775.0,415,0.0,0,0.88211,0.0442,56.10826,
11656918,Kepler-1023 b,CONFIRMED,62.1385979,0.699,4.2938,886.3,0.029043,5.14,29.333271,36.1,23,0.073,0,2.85005,0.301,11.688438,
11656918,,CANDIDATE,17.1181036,0.4346,1.29,167.7,0.012008,1.22,,6.1,,,0,51.29749,0.1314,,
10844890,,CANDIDATE,8.29482811,0.932,2.7437,559.5,0.026936,2.76,35.33945,38.1,137,0.0,0,0.27546,0.0793,6.3641887,
9536692,,FALSE POSITIVE,26.635216,1.242,5.949,1492.8,0.287022,27.64,31.536983,30.6,50,0.0,0,0.04213,0.1627,6.813422,
11923284,Kepler-1061 b,CONFIRMED,2.757977384,0.875,2.1489,211,0.015478,1.69,32.95179,22.5,487,0.002,0,0.33589,0.0384,4.8622804,
9838975,,FALSE POSITIVE,18.692860599,0.116,3.88584,51256.5,0.205493,14.81,1241.321,1281.9,72,0.122,0,4.64322,0.124,209.78764,
5621125,Kepler-959 b,CONFIRMED,14.80075082,0.367,5.762,501.4,0.020773,17.38,63.108162,54.0,94,0.0,0,0.5652,0.1633,10.021543,
10666242,,FALSE POSITIVE,87.24250316,0.884,4.1206,17860.5,0.152059,15.86,612.295,335.2,17,0.026,0,4.2404,0.3921,238.70638,
8624520,,CANDIDATE,10.240611361,0.786,0.9617,2958,0.055757,3.9,69.965,72.0,133,0.004,0,34.01455,0.079,13.597982,
9597058,Kepler-962 b,CONFIRMED,12.05705659,0.548,2.3462,523.9,0.021488,1.96,43.550297,20.8,108,0.548,0,5.05088,0.0984,7.5029855,
4035640,Kepler-995 b,CONFIRMED,28.26727385,0.01,4.5839,1160.2,0.030268,2.93,35.768566,42.1,46,0.233,0,2.70715,0.1701,8.124116,
11758544,Kepler-997 b,CONFIRMED,2.7073064,0.007,3.4378,69.5,0.007624,1.36,34.166622,31.7,496,0.093,0,0.5829,0.0397,5.1277924,
6300348,,CANDIDATE,5.69590202,0.049,3.5661,4921.1,0.064358,6.61,349.22238,391.2,121,0.0,0,1.27755,0.0627,43.76045,
9489524,Kepler-352 c,CONFIRMED,16.33269981,0.893,2.174,300.4,0.019073,1.61,24.665836,17.5,80,,0,1.59166,0.1168,4.9559603,
9489524,Kepler-352 b,CONFIRMED,10.05550267,0.061,2.951,147.7,0.010883,0.92,17.228306,13.6,136,,0,3.39432,0.0845,4.928098,
9489524,Kepler-352 d,CONFIRMED,6.8873113,0.489,2.214,85.3,0.00857,0.72,11.155626,8.1,189,,0,3.6804,0.0657,5.130343,
9489524,,CANDIDATE,4.78850084,0.343,2.099,66.5,0.007424,0.63,9.918391,7.2,251,,0,3.71904,0.0515,3.9266844,
5940165,Kepler-1062 b,CONFIRMED,9.30413878,0.488,1.9254,637.3,0.023226,1.67,22.242569,24.2,111,0.067,0,8.00468,0.0748,4.4031134,
8277797,Kepler-322 c,CONFIRMED,4.33722007,0.053,2.4973,358.5,0.017003,1.63,50.629402,47.9,309,0.119,0,2.46739,0.05,6.5293293,
8277797,Kepler-322 b,CONFIRMED,1.653889476,0.226,1.7242,124.4,0.010095,0.97,23.63809,22.3,756,0.024,0,2.62517,0.0263,4.0984645,
5124667,Kepler-1672 b,CONFIRMED,150.8783198,0.022,8.6797,659.9,0.02302,4.37,51.390972,70.6,9,0.086,0,2.08213,0.5726,22.633787,
2989404,Kepler-323 c,CONFIRMED,3.553831111,0.74,3.1029,191.8,0.013709,1.62,54.74985,77.4,377,0.032,0,0.34265,0.0456,6.3565197,
2989404,Kepler-323 b,CONFIRMED,1.6783263,0.91,2.5123,146.3,0.01326,1.57,53.33878,76.1,727,0.065,0,0.10087,0.0276,5.4162693,
10063802,Kepler-1000 b,CONFIRMED,120.0183551,0.58,11.637,886,0.028322,4.54,29.110292,46.1,12,0.003,0,0.39354,0.5337,10.933082,
11074178,Kepler-1001 b,CONFIRMED,14.30517579,0.924,4.535,863.4,0.033025,3.05,29.050053,37.5,74,0.024,0,0.12872,0.1129,6.970516,
11074178,Kepler-1001 c,CONFIRMED,9.18189122,0.971,4.343,363.6,0.023538,2.17,13.234464,18.2,116,0.023,0,0.03383,0.084,4.9991426,
11030475,,CANDIDATE,2.64622742,0.478,1.407,155.5,0.011576,0.99,7.570919,8.4,380,0.576,0,5.70552,0.0349,3.4319293,
11030475,Kepler-1813 b,CONFIRMED,2.81814715,0.305,1.763,278.6,0.015134,1.3,18.685446,16.5,472,0.003,0,3.95386,0.0364,4.2316685,
11030475,,CANDIDATE,9.4907638,0.3638,2.713,197.4,0.012848,1.05,,7.3,,,0,3.38734,0.082,,
11030475,,CANDIDATE,0.76196247,0.322,1.282,190.2,0.012566,1.08,16.842896,18.3,1643,0.225,0,2.78865,0.0152,3.5294442,
5942808,Kepler-1814 b,CONFIRMED,2.935362067,0.86,1.5043,1052.6,0.035096,3.15,31.687073,38.0,281,0.0,0,1.41522,0.0371,4.888508,
5942808,Kepler-1814 c,CONFIRMED,0.626281766,0.553,1.1812,433.1,0.019583,1.76,23.554861,31.0,1264,0.0,0,2.15267,0.0133,4.084274,
6206214,Kepler-1158 b,CONFIRMED,13.53953595,0.219,4.389,134.2,0.010628,2.32,16.829338,21.8,98,0.001,0,1.29876,0.1246,3.774017,
7672097,Kepler-1160 b,CONFIRMED,7.97033985,0.107,2.6675,490.8,0.020226,1.81,20.173883,23.5,166,0.006,0,3.70342,0.0755,4.7617927,
6142862,,FALSE POSITIVE,5.33459393,0.158,2.642,226.3,0.01362,0.79,16.048523,14.7,250,0.0,0,2.45484,0.0482,3.4787714,
5599774,Kepler-1195 b,CONFIRMED,8.49640437,0.628,2.2128,834,0.027616,2.14,18.844692,21.8,120,0.043,0,3.56038,0.0726,4.3377895,
8099138,Kepler-1196 b,CONFIRMED,66.1843646,0.877,5.155,560.5,0.025433,2.72,18.156345,21.3,20,0.003,0,0.60878,0.3179,6.1219034,
7033233,Kepler-1197 b,CONFIRMED,2.032318856,0.009,1.1596,287.5,0.015039,1.12,19.742798,20.4,660,0.481,0,11.52629,0.0283,4.1648016,
7033233,,CANDIDATE,65.18703725,,5.44,,,,,,,,,,,,
6383785,Kepler-501 c,CONFIRMED,3.62275506,0.007,2.7868,180.6,0.012192,1.62,17.353693,22.3,343,0.0,0,1.47144,0.0467,5.311073,
6383785,Kepler-501 b,CONFIRMED,5.640676975,0.033,2.8354,1453.3,0.034594,4.59,127.45385,145.9,242,0.0,0,2.31253,0.0627,13.931758,
7008211,Kepler-1097 b,CONFIRMED,187.746606,0.015,5.885,1583,0.035869,2.95,15.990341,20.2,6,0.122,0,8.63421,0.5791,6.8303313,
7620413,Kepler-1098 b,CONFIRMED,2.543063763,0.215,2.8473,152,0.011173,1.26,22.322142,26.5,532,0.775,0,0.90721,0.0358,3.4133873,
7620413,,CANDIDATE,3.66520844,0.045,3.308,65.8,0.007315,0.82,8.112807,10.3,336,0.096,0,0.87641,0.0457,3.3555002,
4545187,Kepler-121 b,CONFIRMED,3.177414601,0.786,1.5262,1134.3,0.034227,2.65,98.39862,113.7,421,0.006,0,2.30913,0.039,10.337521,
4545187,Kepler-121 c,CONFIRMED,41.0081117,0.878,4.376,1004.5,0.034114,2.64,33.63907,43.9,28,0.034,0,0.67537,0.2144,9.753368,
10854546,Kepler-1099 b,CONFIRMED,2.168451063,0.207,1.458,466.9,0.019923,2.41,37.689274,45.5,623,0.015,0,5.9055,0.0337,4.5342307,
11774991,Kepler-367 b,CONFIRMED,37.8154157,0.533,4.662,286.4,0.015706,1.21,19.441452,22.4,38,0.572,0,2.0362,0.2016,5.4609404,
11774991,Kepler-367 c,CONFIRMED,53.5783052,0.769,5.194,224.9,0.015126,1.16,18.636635,15.4,27,0.0,0,0.93643,0.2543,7.584428,
9112931,Kepler-1161 b,CONFIRMED,10.71253475,0.72,2.7186,1198.6,0.034061,2.02,27.54635,31.2,105,0.0,0,1.84576,0.0784,5.2217026,
9071593,Kepler-1162 b,CONFIRMED,32.5635249,0.371,5.418,578.3,0.021865,2.05,21.8976,24.1,44,0.162,0,1.49185,0.19,6.076048,
